,Unnamed: 0,Name,Sex,Team,NOC,Games,Year,Season,City,Sport,Event,Medal,age,height,weight,Cluster,x_tsne,y_tsne
19,19,0.3014890087541241,1.0192493729143033,0.7277201279220652,0.1932780738049233,57191.0,1.0,1024.0,214.0,38.0,1.0,0.0,17.0,231.0,3.0,3,-25.536716,-78.30679
20,20,0.3014890087541241,1.0192493729143033,0.7277201279220652,0.1932780738049233,57191.0,1.0,1024.0,214.0,38.0,1.0,0.0,17.0,225.0,3.0,3,-25.537056,-78.30688
21,21,0.3014890087541241,1.0192493729143033,0.7277201279220652,0.1932780738049233,57191.0,1.0,1024.0,214.0,38.0,1.0,0.0,17.0,230.0,3.0,3,-25.537035,-78.30679
22,22,0.3934932040460123,1.2606369457676496,0.7277201279220652,0.1932780738049233,57191.0,1.0,1024.0,214.0,39.0,1.0,16.0,17.0,223.0,3.0,3,-25.536491,-78.30683
23,23,0.3934932040460123,1.2606369457676496,0.7277201279220652,0.1932780738049233,57191.0,1.0,1024.0,214.0,39.0,1.0,16.0,17.0,228.0,3.0,3,-25.536463,-78.30648
24,24,0.3934932040460123,1.2606369457676496,0.7277201279220652,0.1932780738049233,57191.0,1.0,1024.0,214.0,39.0,1.0,16.0,17.0,225.0,3.0,3,-25.536938,-78.30655
25,25,0.3934932040460123,1.2606369457676496,0.7277201279220652,0.1932780738049233,57191.0,1.0,1024.0,214.0,39.0,1.0,16.0,17.0,230.0,3.0,3,-25.536524,-78.30642
28,28,0.7852144541111329,0.2724195921633114,1.0116241337247094,1.635225046839384,10391.0,1.0,327.0,67.0,43.0,1.0,29.0,30.0,390.0,3.0,4,-58.05087,-55.272995
30,30,-0.2035885120603525,-0.516743882748146,0.6330077449602484,0.5008893068801593,59188.0,1.0,327.0,67.0,32.0,1.0,15.0,17.0,228.0,3.0,2,-24.234781,-85.03788
31,31,0.6836536797157553,1.0192493729143033,-0.316324156857961,0.0501397724727959,62652.0,1.0,327.0,67.0,42.0,0.0,38.0,6.0,150.0,3.0,2,-20.674381,-94.53678
32,32,0.4878305739654709,0.8874012538518417,-1.5568211379780168,-1.1226608927281003,84346.0,0.0,327.0,67.0,40.0,0.0,4.0,46.0,493.0,3.0,5,23.053461,-107.03372
33,33,0.6836536797157553,1.3711437312232513,-1.5568211379780168,-1.1226608927281003,84346.0,0.0,327.0,67.0,42.0,0.0,38.0,46.0,493.0,3.0,5,23.054552,-107.03336
34,34,0.3934932040460123,1.143493826942211,-0.4114845544516708,-0.3262715068180712,96990.0,0.0,327.0,67.0,39.0,1.0,16.0,11.0,172.0,3.0,1,65.063446,-80.177605
40,40,1.4480706160373826,0.5986774098113267,0.8223934768500718,1.0320386448922632,61866.0,1.0,327.0,67.0,49.0,1.0,34.0,30.0,390.0,0.0,2,-21.53855,-93.58688
41,41,-1.204329243870258,0.5986774098113267,-0.0310950133562884,-0.4048997228630304,92233.0,1.0,327.0,67.0,15.0,0.0,17.0,27.0,364.0,0.0,5,50.90755,-94.75967
42,42,-1.204329243870258,0.5986774098113267,-0.0310950133562884,-0.4048997228630304,92233.0,1.0,327.0,67.0,15.0,0.0,17.0,27.0,375.0,1.0,5,50.9113,-94.76024
43,43,-1.204329243870258,0.5986774098113267,-0.0310950133562884,-0.4048997228630304,92233.0,1.0,327.0,67.0,15.0,0.0,17.0,27.0,360.0,3.0,5,50.905666,-94.75813
44,44,-1.204329243870258,0.5986774098113267,-0.0310950133562884,-0.4048997228630304,92233.0,1.0,327.0,67.0,15.0,0.0,17.0,27.0,363.0,1.0,5,50.906517,-94.75787
45,45,-1.204329243870258,0.5986774098113267,-0.0310950133562884,-0.4048997228630304,92233.0,1.0,327.0,67.0,15.0,0.0,17.0,27.0,369.0,3.0,5,50.908478,-94.75793
46,46,-1.204329243870258,0.5986774098113267,-0.0310950133562884,-0.4048997228630304,92233.0,1.0,327.0,67.0,15.0,0.0,17.0,27.0,361.0,3.0,5,50.905334,-94.75655
47,47,-1.204329243870258,0.5986774098113267,-0.0310950133562884,-0.4048997228630304,92233.0,1.0,327.0,67.0,15.0,0.0,17.0,27.0,372.0,3.0,5,50.909107,-94.75713
48,48,-1.204329243870258,0.5986774098113267,-0.0310950133562884,-0.4048997228630304,92233.0,1.0,327.0,67.0,15.0,0.0,17.0,27.0,371.0,1.0,5,50.908512,-94.75647
49,49,-1.1036207139536969,1.143493826942211,-0.0310950133562884,-0.4048997228630304,92233.0,1.0,327.0,67.0,17.0,0.0,13.0,27.0,364.0,3.0,5,50.905716,-94.7551
50,50,-1.1036207139536969,1.143493826942211,-0.0310950133562884,-0.4048997228630304,92233.0,1.0,327.0,67.0,17.0,0.0,13.0,27.0,375.0,0.0,5,50.90949,-94.75574
51,51,-1.1036207139536969,1.143493826942211,-0.0310950133562884,-0.4048997228630304,92233.0,1.0,327.0,67.0,17.0,0.0,13.0,27.0,360.0,3.0,5,50.90377,-94.75358
52,52,-1.1036207139536969,1.143493826942211,-0.0310950133562884,-0.4048997228630304,92233.0,1.0,327.0,67.0,17.0,0.0,13.0,27.0,363.0,3.0,5,50.904648,-94.75332
53,53,-1.1036207139536969,1.143493826942211,-0.0310950133562884,-0.4048997228630304,92233.0,1.0,327.0,67.0,17.0,0.0,13.0,27.0,369.0,3.0,5,50.9066,-94.753395
54,54,-1.1036207139536969,1.143493826942211,-0.0310950133562884,-0.4048997228630304,92233.0,1.0,327.0,67.0,17.0,0.0,13.0,27.0,361.0,3.0,5,50.903427,-94.75199
55,55,-1.1036207139536969,1.143493826942211,-0.0310950133562884,-0.4048997228630304,92233.0,1.0,327.0,67.0,17.0,0.0,13.0,27.0,372.0,3.0,5,50.907227,-94.75262
56,56,-1.1036207139536969,1.143493826942211,-0.0310950133562884,-0.4048997228630304,92233.0,1.0,327.0,67.0,17.0,0.0,13.0,27.0,371.0,3.0,5,50.906628,-94.75195
57,57,0.6836536797157553,1.0192493729143033,1.295183905368491,3.049732959153155,115467.0,1.0,327.0,67.0,42.0,0.0,38.0,5.0,115.0,3.0,7,91.45507,-40.603065
59,59,0.3014890087541241,-0.9944368391685464,0.0638983691150331,1.0320386448922632,67182.0,1.0,691.0,149.0,38.0,1.0,0.0,1.0,2.0,3.0,2,-6.677437,-113.41686
60,60,0.3014890087541241,-0.9944368391685464,0.0638983691150331,1.0320386448922632,67182.0,1.0,691.0,149.0,38.0,1.0,0.0,1.0,5.0,1.0,2,-6.676036,-113.412636
61,61,0.3014890087541241,-0.9944368391685464,0.0638983691150331,1.0320386448922632,67182.0,1.0,691.0,149.0,38.0,1.0,0.0,1.0,3.0,0.0,2,-6.6754656,-113.413445
62,62,0.3014890087541241,-0.9944368391685464,0.0638983691150331,1.0320386448922632,67182.0,1.0,691.0,149.0,38.0,1.0,0.0,1.0,4.0,3.0,2,-6.674636,-113.41105
63,63,0.3934932040460123,-0.516743882748146,0.0638983691150331,1.0320386448922632,67182.0,1.0,691.0,149.0,39.0,1.0,16.0,1.0,2.0,2.0,2,-6.674224,-113.41172
64,64,0.3934932040460123,-0.516743882748146,0.0638983691150331,1.0320386448922632,67182.0,1.0,691.0,149.0,39.0,1.0,16.0,1.0,5.0,0.0,2,-6.6728354,-113.407455
65,65,0.3934932040460123,-0.516743882748146,0.0638983691150331,1.0320386448922632,67182.0,1.0,691.0,149.0,39.0,1.0,16.0,1.0,3.0,3.0,2,-6.6722713,-113.40824
66,66,0.3934932040460123,-0.516743882748146,0.0638983691150331,1.0320386448922632,67182.0,1.0,691.0,149.0,39.0,1.0,16.0,1.0,4.0,3.0,2,-6.6712,-113.40604
67,67,0.3934932040460123,-0.516743882748146,0.0638983691150331,1.0320386448922632,67182.0,1.0,691.0,149.0,39.0,1.0,16.0,1.0,1.0,2.0,2,-6.670816,-113.40783
68,68,0.5845382672042261,0.2724195921633114,0.0638983691150331,1.0320386448922632,67182.0,1.0,691.0,149.0,41.0,1.0,24.0,1.0,2.0,3.0,2,-6.6696496,-113.40595
69,69,0.5845382672042261,0.2724195921633114,0.0638983691150331,1.0320386448922632,67182.0,1.0,691.0,149.0,41.0,1.0,24.0,1.0,5.0,3.0,2,-6.668287,-113.4016
70,70,0.5845382672042261,0.2724195921633114,0.0638983691150331,1.0320386448922632,67182.0,1.0,691.0,149.0,41.0,1.0,24.0,1.0,3.0,3.0,2,-6.667708,-113.402435
71,71,0.5845382672042261,0.2724195921633114,0.0638983691150331,1.0320386448922632,67182.0,1.0,691.0,149.0,41.0,1.0,24.0,1.0,1.0,3.0,2,-6.6673245,-113.403046
72,72,0.7852144541111329,0.8874012538518417,0.0638983691150331,1.0320386448922632,67182.0,1.0,691.0,149.0,43.0,1.0,29.0,1.0,2.0,3.0,2,-6.666114,-113.40121
73,73,0.7852144541111329,0.8874012538518417,0.0638983691150331,1.0320386448922632,67182.0,1.0,691.0,149.0,43.0,1.0,29.0,1.0,5.0,1.0,2,-6.664726,-113.39687
74,74,0.7852144541111329,0.8874012538518417,0.0638983691150331,1.0320386448922632,67182.0,1.0,691.0,149.0,43.0,1.0,29.0,1.0,3.0,3.0,2,-6.6641498,-113.3977
75,75,0.7852144541111329,0.8874012538518417,0.0638983691150331,1.0320386448922632,67182.0,1.0,691.0,149.0,43.0,1.0,29.0,1.0,4.0,3.0,2,-6.662891,-113.39556
76,76,0.7852144541111329,0.8874012538518417,0.0638983691150331,1.0320386448922632,67182.0,1.0,691.0,149.0,43.0,1.0,29.0,1.0,1.0,1.0,2,-6.662659,-113.397316
77,77,0.9958238887098166,1.3711437312232513,0.0638983691150331,1.0320386448922632,67182.0,1.0,691.0,149.0,45.0,1.0,40.0,1.0,2.0,3.0,2,-6.661533,-113.39585
78,78,0.9958238887098166,1.3711437312232513,0.0638983691150331,1.0320386448922632,67182.0,1.0,691.0,149.0,45.0,1.0,40.0,1.0,5.0,1.0,2,-6.660179,-113.39144
80,80,1.5678235122329252,-0.516743882748146,-0.5066874801138579,2.8760143030841485,7224.0,0.0,800.0,168.0,50.0,0.0,27.0,64.0,726.0,3.0,4,-62.230495,-63.853592
81,81,0.6836536797157553,-0.516743882748146,1.1061819635537466,1.2615836291248443,36507.0,1.0,691.0,149.0,42.0,0.0,38.0,65.0,739.0,3.0,0,-39.748905,-95.55344
82,82,0.889258479061959,0.2724195921633114,1.1061819635537466,1.2615836291248443,36507.0,1.0,691.0,149.0,44.0,0.0,3.0,65.0,739.0,3.0,0,-39.74918,-95.553345
87,87,-0.043930311389092,-1.841122244572423,-0.6019332525505032,-0.3262715068180712,1356.0,0.0,691.0,149.0,34.0,1.0,32.0,34.0,412.0,3.0,4,-62.40837,-83.48884
89,89,-0.6337555969352656,2.1288431359682933,-0.5066874801138579,0.5338850598887003,52713.0,1.0,691.0,149.0,25.0,0.0,20.0,46.0,484.0,3.0,3,-30.121489,-66.44239
90,90,-0.4982230142485508,2.363527489946619,-0.5066874801138579,0.5338850598887003,52713.0,1.0,691.0,149.0,27.0,0.0,23.0,46.0,484.0,3.0,3,-30.122656,-66.44255
92,92,0.4878305739654709,0.2724195921633114,1.295183905368491,0.1932780738049233,94737.0,1.0,656.0,144.0,40.0,0.0,4.0,43.0,442.0,2.0,1,59.226387,-89.14827
93,93,0.6836536797157553,0.8874012538518417,1.295183905368491,0.1932780738049233,94737.0,1.0,656.0,144.0,42.0,0.0,38.0,43.0,442.0,3.0,1,59.22604,-89.147705
94,94,-1.4702730437741571,-0.0971280097855975,-0.12612969379043,0.0501397724727959,32619.0,1.0,310.0,63.0,13.0,0.0,7.0,5.0,114.0,3.0,0,-30.11265,-24.548666
96,96,0.3014890087541241,-0.0971280097855975,1.1061819635537466,0.4676626178001515,83703.0,1.0,327.0,67.0,37.0,0.0,5.0,46.0,460.0,3.0,5,22.731508,-107.26633
97,97,0.4878305739654709,0.5986774098113267,1.1061819635537466,0.4676626178001515,83703.0,1.0,327.0,67.0,40.0,0.0,4.0,46.0,460.0,3.0,5,22.730991,-107.26675
98,98,1.3310334370855956,0.8874012538518417,1.1061819635537466,0.4676626178001515,51648.0,1.0,339.0,68.0,48.0,0.0,17.0,5.0,66.0,3.0,3,-31.115892,-64.85564
99,99,0.5845382672042261,-0.0971280097855975,1.3896285192409594,1.7358872781590302,22577.0,1.0,691.0,149.0,41.0,1.0,24.0,12.0,173.0,3.0,0,-45.49245,-33.01916
100,100,0.4878305739654709,-0.7477755093842456,1.7670369688327925,0.5991920515906419,110576.0,1.0,656.0,144.0,40.0,0.0,4.0,54.0,624.0,3.0,1,82.32595,-50.038555
101,101,0.4878305739654709,-0.7477755093842456,1.7670369688327925,0.5991920515906419,110576.0,1.0,656.0,144.0,40.0,0.0,4.0,54.0,629.0,3.0,1,82.32613,-50.03865
102,102,0.4878305739654709,-0.7477755093842456,1.7670369688327925,0.5991920515906419,110576.0,1.0,656.0,144.0,40.0,0.0,4.0,54.0,636.0,3.0,1,82.32629,-50.037983
103,103,0.6836536797157553,0.0934544741255052,1.7670369688327925,0.5991920515906419,110576.0,1.0,656.0,144.0,42.0,0.0,38.0,54.0,624.0,3.0,1,82.325806,-50.038307
104,104,0.6836536797157553,0.0934544741255052,1.7670369688327925,0.5991920515906419,110576.0,1.0,656.0,144.0,42.0,0.0,38.0,54.0,629.0,3.0,1,82.32599,-50.038174
105,105,0.4878305739654709,-0.3002084298902349,0.6330077449602484,-0.4048997228630304,8616.0,0.0,691.0,149.0,40.0,0.0,4.0,24.0,345.0,0.0,4,-61.570415,-62.85781
118,118,0.3014890087541241,1.3711437312232513,0.9170280578988264,0.4005079978625738,85842.0,1.0,691.0,149.0,37.0,0.0,5.0,21.0,315.0,3.0,5,26.18303,-104.12142
119,119,0.5845382672042261,0.0934544741255052,0.6330077449602484,0.2633334173363129,81629.0,1.0,310.0,63.0,41.0,1.0,24.0,17.0,228.0,3.0,5,8.466099,-76.380066
120,120,0.5845382672042261,0.0934544741255052,0.6330077449602484,0.2633334173363129,81629.0,1.0,310.0,63.0,41.0,1.0,24.0,17.0,231.0,3.0,5,8.466274,-76.37974
121,121,0.7852144541111329,0.7474064271439649,0.6330077449602484,0.2633334173363129,81629.0,1.0,310.0,63.0,43.0,1.0,29.0,17.0,226.0,3.0,5,8.466869,-76.380455
122,122,0.7852144541111329,0.7474064271439649,0.6330077449602484,0.2633334173363129,81629.0,1.0,310.0,63.0,43.0,1.0,29.0,17.0,231.0,3.0,5,8.466945,-76.379875
123,123,0.7852144541111329,0.7474064271439649,0.6330077449602484,0.2633334173363129,81629.0,1.0,310.0,63.0,43.0,1.0,29.0,17.0,230.0,3.0,5,8.467322,-76.38006
125,125,-1.4702730437741571,1.2606369457676496,1.7670369688327925,1.4792695474554396,42954.0,1.0,691.0,149.0,13.0,0.0,7.0,47.0,536.0,3.0,3,-45.012146,-78.80163
126,126,-1.204329243870258,2.2523506573252936,1.7670369688327925,1.4792695474554396,42954.0,1.0,691.0,149.0,15.0,0.0,17.0,47.0,536.0,3.0,3,-45.011868,-78.80147
127,127,-1.1036207139536969,2.46377468247527,1.7670369688327925,1.4792695474554396,42954.0,1.0,691.0,149.0,17.0,0.0,13.0,47.0,557.0,3.0,3,-45.010124,-78.80274
128,128,-0.9964666380002106,2.636219647140828,1.7670369688327925,1.4792695474554396,42954.0,1.0,691.0,149.0,19.0,0.0,19.0,47.0,557.0,3.0,3,-45.010403,-78.802704
129,129,-0.8826115482272551,2.777757814090861,1.7670369688327925,1.4792695474554396,42954.0,1.0,691.0,149.0,21.0,0.0,28.0,47.0,557.0,3.0,3,-45.010212,-78.802605
130,130,-1.7493837170981503,-0.516743882748146,0.1588507504330653,0.3324040951924337,31552.0,1.0,691.0,149.0,6.0,0.0,2.0,5.0,86.0,3.0,0,-31.668318,-25.077257
131,131,-1.7493837170981503,-0.516743882748146,0.1588507504330653,0.3324040951924337,31552.0,1.0,691.0,149.0,6.0,0.0,2.0,5.0,110.0,3.0,0,-31.67331,-25.077835
132,132,-1.6869973026927665,0.2724195921633114,0.1588507504330653,0.3324040951924337,31552.0,1.0,691.0,149.0,7.0,0.0,26.0,5.0,110.0,3.0,0,-31.67353,-25.077766
133,133,-1.6198344296340297,0.8874012538518417,0.1588507504330653,0.3324040951924337,31552.0,1.0,691.0,149.0,9.0,0.0,1.0,5.0,110.0,3.0,0,-31.673574,-25.077667
135,135,0.889258479061959,-0.0971280097855975,-0.6972221951338413,-0.3262715068180712,85769.0,0.0,310.0,63.0,44.0,0.0,3.0,5.0,142.0,3.0,5,25.669132,-104.29221
136,136,1.1049490620824551,0.5986774098113267,-0.6972221951338413,-0.3262715068180712,85769.0,0.0,310.0,63.0,46.0,0.0,6.0,5.0,142.0,3.0,5,25.668524,-104.29201
137,137,0.3014890087541241,-0.516743882748146,0.9170280578988264,2.113897101321221,11586.0,1.0,310.0,63.0,37.0,0.0,5.0,65.0,734.0,3.0,4,-57.64415,-52.724384
138,138,0.4878305739654709,0.2724195921633114,0.9170280578988264,2.113897101321221,11586.0,1.0,310.0,63.0,40.0,0.0,4.0,65.0,734.0,3.0,4,-57.644474,-52.72414
139,139,1.5678235122329252,-0.3002084298902349,-0.7925546360044871,-0.4048997228630304,89962.0,1.0,914.0,62.0,50.0,0.0,27.0,27.0,364.0,3.0,5,44.52606,-94.660324
140,140,1.5678235122329252,-0.3002084298902349,-0.7925546360044871,-0.4048997228630304,89962.0,1.0,914.0,62.0,50.0,0.0,27.0,27.0,360.0,3.0,5,44.52491,-94.66129
141,141,1.5678235122329252,-0.3002084298902349,-0.7925546360044871,-0.4048997228630304,89962.0,1.0,914.0,62.0,50.0,0.0,27.0,27.0,369.0,3.0,5,44.524105,-94.66147
142,142,1.5678235122329252,-0.3002084298902349,-0.7925546360044871,-0.4048997228630304,89962.0,1.0,914.0,62.0,50.0,0.0,27.0,27.0,361.0,3.0,5,44.525185,-94.65942
143,143,1.5678235122329252,-0.3002084298902349,-0.7925546360044871,-0.4048997228630304,89962.0,1.0,914.0,62.0,50.0,0.0,27.0,27.0,372.0,3.0,5,44.525707,-94.66225
144,144,1.5678235122329252,-0.3002084298902349,-0.7925546360044871,-0.4048997228630304,89962.0,1.0,914.0,62.0,50.0,0.0,27.0,27.0,371.0,3.0,5,44.52429,-94.65978
145,145,-0.3549260229024621,-0.516743882748146,1.295183905368491,0.7271247653379237,93154.0,1.0,339.0,68.0,29.0,0.0,21.0,5.0,114.0,3.0,5,51.983402,-93.95124
146,146,0.6836536797157553,-0.0971280097855975,-0.316324156857961,-0.9019518466079466,113130.0,1.0,287.0,59.0,42.0,0.0,38.0,57.0,681.0,3.0,7,87.751755,-45.997387
147,147,1.5678235122329252,0.2724195921633114,-0.5066874801138579,-0.3262715068180712,10088.0,1.0,914.0,62.0,50.0,0.0,27.0,5.0,92.0,3.0,4,-58.307518,-55.751015
150,150,0.124332787268466,-0.0971280097855975,0.0638983691150331,-0.2487867796340281,15262.0,1.0,146.0,32.0,35.0,0.0,33.0,13.0,184.0,3.0,4,-54.388805,-46.19736
151,151,-0.9964666380002106,-0.0971280097855975,-1.0788163035020126,0.122219765278644,50490.0,1.0,146.0,32.0,19.0,0.0,19.0,64.0,714.0,3.0,3,-33.630157,-60.022846
152,152,-0.8826115482272551,0.5986774098113267,-1.0788163035020126,0.122219765278644,50490.0,1.0,146.0,32.0,21.0,0.0,28.0,64.0,716.0,3.0,3,-33.630096,-60.022434
153,153,-0.8826115482272551,-0.0971280097855975,-0.316324156857961,0.4005079978625738,83763.0,1.0,146.0,32.0,21.0,0.0,28.0,64.0,716.0,3.0,5,22.772875,-107.25973
154,154,-0.8826115482272551,0.2724195921633114,-0.0310950133562884,0.1932780738049233,110451.0,1.0,146.0,32.0,21.0,0.0,28.0,24.0,344.0,3.0,1,82.28816,-50.069794
155,155,1.5678235122329252,-0.7477755093842456,2.1438647511377384,1.3170851715192902,39868.0,1.0,474.0,99.0,50.0,0.0,27.0,43.0,439.0,0.0,0,-40.17066,-87.52932
156,156,1.1049490620824551,0.8874012538518417,1.7670369688327925,1.1483450937419202,59549.0,1.0,914.0,62.0,46.0,0.0,6.0,22.0,328.0,0.0,2,-24.1575,-85.346344
158,158,1.5678235122329252,-0.7477755093842456,-0.9833513496460708,-1.7378455509397084,92950.0,0.0,70.0,14.0,50.0,0.0,27.0,57.0,685.0,0.0,5,51.66999,-94.35187
159,159,1.1049490620824551,-0.516743882748146,0.3486336763787901,0.7271247653379237,78853.0,0.0,812.0,170.0,46.0,0.0,6.0,5.0,142.0,2.0,5,6.801364,-71.26333
160,160,1.3310334370855956,0.2724195921633114,0.3486336763787901,0.7271247653379237,78853.0,0.0,812.0,170.0,48.0,0.0,17.0,5.0,142.0,3.0,5,6.8010383,-71.263016
161,161,0.6836536797157553,-0.3002084298902349,0.2537624232968307,0.4676626178001515,92296.0,1.0,42.0,8.0,42.0,0.0,38.0,54.0,624.0,3.0,5,51.19086,-94.816444
162,162,0.6836536797157553,-0.3002084298902349,0.2537624232968307,0.4676626178001515,92296.0,1.0,42.0,8.0,42.0,0.0,38.0,54.0,636.0,3.0,5,51.195793,-94.81824
163,163,1.1049490620824551,-1.25796305978528,0.9170280578988264,0.1932780738049233,113169.0,0.0,914.0,62.0,46.0,0.0,6.0,8.0,156.0,3.0,7,87.744125,-45.984776
164,164,0.6836536797157553,0.2724195921633114,-0.7925546360044871,-0.3262715068180712,55286.0,1.0,233.0,51.0,42.0,0.0,38.0,20.0,293.0,3.0,3,-27.543472,-74.76958
165,165,0.3014890087541241,0.4405781696801445,-0.316324156857961,0.8515873970174442,61296.0,1.0,233.0,51.0,37.0,0.0,5.0,14.0,194.0,3.0,2,-21.902845,-93.27079
166,166,0.3014890087541241,0.4405781696801445,-0.316324156857961,0.8515873970174442,61296.0,1.0,233.0,51.0,37.0,0.0,5.0,14.0,192.0,3.0,2,-21.902746,-93.27074
167,167,0.889258479061959,-0.0971280097855975,0.4434647944065325,0.9125555116687912,3492.0,1.0,88.0,25.0,44.0,0.0,3.0,14.0,207.0,3.0,4,-64.48684,-71.43215
168,168,1.1049490620824551,0.5986774098113267,0.4434647944065325,0.9125555116687912,3492.0,1.0,88.0,25.0,46.0,0.0,6.0,14.0,207.0,1.0,4,-64.487206,-71.43207
169,169,1.1049490620824551,-0.3002084298902349,0.6330077449602484,1.0905820474765635,73361.0,1.0,339.0,68.0,46.0,0.0,6.0,28.0,386.0,1.0,2,-2.0970345,-66.24606
170,170,1.3310334370855956,0.4405781696801445,0.6330077449602484,1.0905820474765635,73361.0,1.0,339.0,68.0,48.0,0.0,17.0,28.0,386.0,1.0,2,-2.096638,-66.246025
171,171,1.5678235122329252,1.0192493729143033,0.6330077449602484,1.0905820474765635,73361.0,1.0,339.0,68.0,50.0,0.0,27.0,28.0,386.0,2.0,2,-2.0964324,-66.24573
172,172,1.3310334370855956,0.8874012538518417,0.6330077449602484,0.2633334173363129,76186.0,0.0,42.0,8.0,48.0,0.0,17.0,43.0,449.0,3.0,2,1.4681193,-68.51619
173,173,0.889258479061959,-0.516743882748146,0.2537624232968307,0.0501397724727959,39836.0,1.0,392.0,80.0,44.0,0.0,3.0,22.0,328.0,3.0,0,-40.177193,-87.58245
174,174,0.6836536797157553,-0.516743882748146,0.9170280578988264,0.8515873970174442,60875.0,1.0,162.0,43.0,42.0,0.0,38.0,24.0,344.0,1.0,2,-22.12645,-93.093124
175,175,-0.6337555969352656,0.4405781696801445,-0.8879309081765956,0.4005079978625738,9776.0,1.0,162.0,43.0,25.0,0.0,20.0,13.0,186.0,3.0,4,-58.204876,-55.97511
178,178,0.4878305739654709,-0.516743882748146,1.0116241337247094,0.9125555116687912,59694.0,1.0,914.0,62.0,40.0,0.0,4.0,63.0,704.0,1.0,2,-24.200157,-85.41393
179,179,0.889258479061959,-0.516743882748146,1.3896285192409594,0.5338850598887003,38589.0,1.0,392.0,80.0,44.0,0.0,3.0,24.0,344.0,3.0,0,-40.222908,-90.844604
180,180,0.6836536797157553,0.2724195921633114,0.7277201279220652,0.4005079978625738,30669.0,1.0,610.0,129.0,42.0,0.0,38.0,58.0,688.0,3.0,0,-32.649166,-25.466455
182,182,0.889258479061959,0.2724195921633114,-0.9833513496460708,-1.1678206331879963,110966.0,1.0,1024.0,214.0,44.0,0.0,3.0,65.0,730.0,2.0,1,82.48276,-49.86679
183,183,-0.3549260229024621,-0.0971280097855975,0.5382560582422741,0.8515873970174442,2843.0,1.0,914.0,62.0,29.0,0.0,21.0,46.0,486.0,3.0,4,-64.6001,-72.565346
